"Var1","Var2","Var3","Var4","value"
"G","F","B","A",4.9553891184895
"H","F","B","A",5.50060324393349
"I","F","B","A",5.63368310542217
"J","F","B","A",4.40246904542249
"K","F","B","A",4.93470884960973
"L","F","B","A",5.3425351476609
"M","F","B","A",5.37398664039784
"N","F","B","A",4.57773421466256
"O","F","B","A",4.90056322035773
"P","F","B","A",5.06726120200399
"Q","F","B","A",4.40242000300304
"R","F","B","A",3.98838977892891
"S","F","B","A",4.37993368569853
"T","F","B","A",4.15940366685972
"U","F","B","A",3.87720131705267
"A","A","C","A",26.9031333915964
"B","A","C","A",19.4379983384399
"C","A","C","A",20.4125783491452
"D","A","C","A",19.9931215256126
"E","A","C","A",19.9079239052722
"F","A","C","A",22.2616805139675
"G","A","C","A",21.2062697945292
"H","A","C","A",21.5437824211853
"I","A","C","A",23.5694441287544
"J","A","C","A",21.7078335931263
"K","A","C","A",22.0959505799839
"L","A","C","A",25.9238680162811
"M","A","C","A",23.5945084044256
"N","A","C","A",20.7600964425424
"O","A","C","A",21.5918659752262
"P","A","C","A",20.538418248006
"Q","A","C","A",18.8686669023039
"R","A","C","A",13.2297511790121
"S","A","C","A",26.3465733401387
"T","A","C","A",18.9563108929154
"U","A","C","A",20.3469294384685
"A","B","C","A",10.1617497880099
"B","B","C","A",6.90106056535509
"C","B","C","A",7.01442684864902
"D","B","C","A",6.92213728283695
"E","B","C","A",6.86032459519028
"F","B","C","A",7.72015669532617
"G","B","C","A",7.81411122773128
"H","B","C","A",6.62824435957911
"I","B","C","A",7.27059672182144
"J","B","C","A",7.25387284805136
"K","B","C","A",7.83308322860842
"L","B","C","A",9.13377009997064
"M","B","C","A",7.5381113672636
"N","B","C","A",6.87561857274002
"O","B","C","A",7.41430383681169
"P","B","C","A",7.67331986064346
"Q","B","C","A",6.55749992247657
"R","B","C","A",5.76654357685453
"S","B","C","A",7.9970967575899
"T","B","C","A",5.9529230015685
"U","B","C","A",5.97964135443536
"A","C","C","A",11.3647726224367
"B","C","C","A",8.84988838232038
"C","C","C","A",8.75930556180355
"D","C","C","A",8.40442650816277
"E","C","C","A",8.65484901634853
"F","C","C","A",8.50625585472472
"G","C","C","A",10.3270019181693
"H","C","C","A",8.670345208909
"I","C","C","A",9.7065154984404
"J","C","C","A",9.20175386597159
"K","C","C","A",9.79049457120077
"L","C","C","A",13.4594724524638
"M","C","C","A",10.0509561399662
"N","C","C","A",8.92751416083453
"O","C","C","A",8.7118441488546
"P","C","C","A",9.0762846610093
"Q","C","C","A",8.53365950398652
"R","C","C","A",5.93364443842359
"S","C","C","A",11.2820944540165
"T","C","C","A",5.22280231952085
"U","C","C","A",5.93874535713147
"A","D","C","A",14.317471238174
"B","D","C","A",11.4789901473734
"C","D","C","A",11.2804124057275
"D","D","C","A",9.45474167313904
"E","D","C","A",10.7423168566311
"F","D","C","A",10.8426056781406
"G","D","C","A",11.851995400115
"H","D","C","A",8.79449324207773
"I","D","C","A",10.2552824880541
"J","D","C","A",8.23513671870523
"K","D","C","A",10.8483879171823
"L","D","C","A",12.0211952701664
"M","D","C","A",9.90791146263873
"N","D","C","A",9.4360753205687
"O","D","C","A",10.2343937720642
"P","D","C","A",11.1487668263543
"Q","D","C","A",7.79976706277571
"R","D","C","A",8.66391352528871
"S","D","C","A",9.21167711881806
"T","D","C","A",6.05597166622281
"U","D","C","A",5.42362735699768
"A","E","C","A",7.46938174059795
"B","E","C","A",7.59621334714595
"C","E","C","A",8.56462431151913
"D","E","C","A",8.15218569734092
"E","E","C","A",9.00546166827046
"F","E","C","A",8.9384194326551
"G","E","C","A",7.77662330003405
"H","E","C","A",8.80096056581822
"I","E","C","A",9.10053233295359
"J","E","C","A",6.16252468444179
"K","E","C","A",7.3688612625942
"L","E","C","A",8.43440125265736
"M","E","C","A",9.63508698884142
"N","E","C","A",7.4783475129869
"O","E","C","A",7.41380230152177
"P","E","C","A",7.82272463708853
"Q","E","C","A",6.76587267130557
"R","E","C","A",4.54010129403138
"S","E","C","A",9.48893197745634
"T","E","C","A",4.89784962033226
"U","E","C","A",6.15609964352792
"A","F","C","A",10.3460391663715
"B","F","C","A",7.51178515550093
"C","F","C","A",9.05249613312791
"D","F","C","A",7.77153896061669
"E","F","C","A",9.80704845623202
"F","F","C","A",9.39823546379261
"G","F","C","A",7.50473340389384
"H","F","C","A",9.28249496812387
"I","F","C","A",9.41569595998517
"J","F","C","A",8.49940351010931
"K","F","C","A",8.70711492362883
"L","F","C","A",9.59945159457802
"M","F","C","A",8.11980376868337
"N","F","C","A",7.83378551533204
"O","F","C","A",9.49500732423384
"P","F","C","A",9.20743622406
"Q","F","C","A",7.13443142777291
"R","F","C","A",7.2464525248731
"S","F","C","A",9.33051635193676
"T","F","C","A",7.80624722515312
"U","F","C","A",6.15853368875422
"A","A","D","A",21.5332272878817
"B","A","D","A",17.5797093539715
"C","A","D","A",18.316422849756
"D","A","D","A",18.3384210681417
"E","A","D","A",19.6616871006672
"F","A","D","A",22.5193218011275
"G","A","D","A",17.691636446501
"H","A","D","A",19.2584836024699
"I","A","D","A",19.5981452503598
"J","A","D","A",18.8402796210652
"K","A","D","A",17.8824168466004
"L","A","D","A",21.1212726694655
"M","A","D","A",18.9140827772853
"N","A","D","A",17.2716368786009
"O","A","D","A",17.0495156671582
"P","A","D","A",16.2422317904258
"Q","A","D","A",13.5236221520108
"R","A","D","A",10.6556699840757
"S","A","D","A",17.5418811225499
"T","A","D","A",16.4885698860817
"U","A","D","A",14.5851263443479
"A","B","D","A",10.0303315191059
"B","B","D","A",7.66771096966354
"C","B","D","A",7.7827457452704
"D","B","D","A",7.60009747436123
"E","B","D","A",8.65124588415889
"F","B","D","A",7.92866645548664
"G","B","D","A",8.25170634234977
"H","B","D","A",7.33765967163944
"I","B","D","A",7.61655454597355
"J","B","D","A",7.1292474836361
"K","B","D","A",7.21156623211353
"L","B","D","A",8.2873550760263
"M","B","D","A",7.11951119650224
"N","B","D","A",6.41200763759214
"O","B","D","A",6.68842060783191
"P","B","D","A",6.92333628411887
"Q","B","D","A",5.71554160084311
"R","B","D","A",5.03340428061398
"S","B","D","A",6.28938335312509
"T","B","D","A",5.74945821108446
"U","B","D","A",5.30477903970588
"A","C","D","A",14.8903017603213
"B","C","D","A",12.6037351223659
"C","C","D","A",11.6590140813027
"D","C","D","A",9.65229774012998
"E","C","D","A",9.30138790619209
"F","C","D","A",9.25103785442827
"G","C","D","A",12.1992297482149
"H","C","D","A",10.4065180568719
"I","C","D","A",12.0158949375795
"J","C","D","A",7.77933736576344
"K","C","D","A",8.72221874615348
"L","C","D","A",11.6911071266443
"M","C","D","A",9.59230680618295
"N","C","D","A",8.51218290789265
"O","C","D","A",6.14798980364032
"P","C","D","A",9.10836411905198
"Q","C","D","A",7.28810453479557
"R","C","D","A",7.46395781032818
"S","C","D","A",7.14504058304507
"T","C","D","A",5.56389056149362
"U","C","D","A",6.7002145870242
"A","D","D","A",26.4020422650401
"B","D","D","A",20.4951673094903
"C","D","D","A",20.2337566246631
"D","D","D","A",16.5181225244471
"E","D","D","A",19.5623753985616
"F","D","D","A",14.8772117044939
"G","D","D","A",21.8055530151193
"H","D","D","A",16.4619550559417
"I","D","D","A",18.3812563811561
"J","D","D","A",14.499732195742
"K","D","D","A",16.8514555433783
"L","D","D","A",17.8891985578079
"M","D","D","A",17.2317249687649
"N","D","D","A",15.8833709879227
"O","D","D","A",16.6810218741849
"P","D","D","A",17.0614179408796
"Q","D","D","A",14.5970965945538
"R","D","D","A",12.4373796639025
"S","D","D","A",11.3351069993157
"T","D","D","A",10.7809472707771
"U","D","D","A",12.2077665955943
"A","E","D","A",15.148289515046
"B","E","D","A",11.342201674553
"C","E","D","A",13.3635880639217
"D","E","D","A",11.0803904251593
"E","E","D","A",12.6544797069657
"F","E","D","A",12.0589062350441
"G","E","D","A",13.456685084904
"H","E","D","A",11.2140485608345
"I","E","D","A",12.3738953440217
"J","E","D","A",9.79059051026582
"K","E","D","A",11.7631032235162
"L","E","D","A",13.2083356304941
"M","E","D","A",13.8790872251645
"N","E","D","A",11.7341400657043
"O","E","D","A",12.6821898270828
"P","E","D","A",13.3792908107632
"Q","E","D","A",11.8870715075939
"R","E","D","A",7.52931992538521
"S","E","D","A",9.35157140715397
"T","E","D","A",8.33600709646777
"U","E","D","A",10.0522330032269
"A","F","D","A",18.348071790732
"B","F","D","A",14.2331075523084
"C","F","D","A",15.1726316883921
"D","F","D","A",14.415990926609
"E","F","D","A",18.6344551735549
"F","F","D","A",15.2903361723804
"G","F","D","A",14.2104449927334
"H","F","D","A",15.7953846889317
"I","F","D","A",16.088994039618
"J","F","D","A",14.4153401990643
"K","F","D","A",14.6062924452971
"L","F","D","A",15.5579303597485
"M","F","D","A",15.2795222336388
"N","F","D","A",12.5499182539426
"O","F","D","A",16.5298332122338
"P","F","D","A",14.3910319908957
"Q","F","D","A",12.9152120718397
"R","F","D","A",9.39946820678851
"S","F","D","A",11.7386333655371
"T","F","D","A",11.7221249368512
"U","F","D","A",10.6037146537125
"A","A","E","A",9.0976684621183
"B","A","E","A",8.58895196055101
"C","A","E","A",8.96674841493704
"D","A","E","A",9.97436223670164
"E","A","E","A",10.1369313831497
"F","A","E","A",12.1448271495517
"G","A","E","A",8.82606143473425
"H","A","E","A",10.3537339692805
"I","A","E","A",10.7551837205151
"J","A","E","A",9.68921453107881
"K","A","E","A",8.8434771727335
"L","A","E","A",9.83021149336283
"M","A","E","A",9.56004957312225
"N","A","E","A",9.12403147441655
"O","A","E","A",9.08558226329099
"P","A","E","A",8.87489495893149
"Q","A","E","A",6.7509713512525
"R","A","E","A",4.80929859157937
"S","A","E","A",11.2826597587927
"T","A","E","A",7.50832195530761
"U","A","E","A",6.37916961065695
"A","B","E","A",4.05727941525081
"B","B","E","A",3.31760321994398
"C","B","E","A",3.23662312166691
"D","B","E","A",3.15736393324568
"E","B","E","A",3.66302690860231
"F","B","E","A",3.59866272581991
"G","B","E","A",2.91351655336861
"H","B","E","A",3.17705822036955
"I","B","E","A",3.25955871597731
"J","B","E","A",2.56163940233126
"K","B","E","A",2.78215677123654
"L","B","E","A",3.27055990937057
"M","B","E","A",2.91882879014522
"N","B","E","A",2.85660450657834
"O","B","E","A",2.69248003627209
"P","B","E","A",3.19556610923834
"Q","B","E","A",2.44820632070557
"R","B","E","A",1.99702207724432
"S","B","E","A",2.99062626348787
"T","B","E","A",2.3731722910657
"U","B","E","A",1.86777464340419
"A","C","E","A",7.5863190988524
"B","C","E","A",6.52809939371434
"C","C","E","A",5.88063372988159
"D","C","E","A",4.92290058901394
"E","C","E","A",5.47876110322196
"F","C","E","A",4.86786670041504
"G","C","E","A",4.8047484211608
"H","C","E","A",5.22549183687102
"I","C","E","A",6.03601502903595
"J","C","E","A",2.19812665196444
"K","C","E","A",4.23156649127473
"L","C","E","A",5.20645356322642
"M","C","E","A",4.887741751705
"N","C","E","A",4.34602996881055
"O","C","E","A",3.52635792178217
"P","C","E","A",4.91761123868426
"Q","C","E","A",2.9790956766088
"R","C","E","A",3.41221436864031
"S","C","E","A",2.78743703166802
"T","C","E","A",4.98627468519351
"U","C","E","A",2.29002637060096
"A","D","E","A",14.3089918682354
"B","D","E","A",11.0770740886176
"C","D","E","A",10.4302639516706
"D","D","E","A",9.30681590474902
"E","D","E","A",9.08636778917783
"F","D","E","A",8.09017948562578
"G","D","E","A",9.18619061150411
"H","D","E","A",9.08876593857436
"I","D","E","A",10.1899454180867
"J","D","E","A",7.36098893535042
"K","D","E","A",9.86223423910262
"L","D","E","A",10.9743906818293
"M","D","E","A",8.98582402102336
"N","D","E","A",8.6905451243787
"O","D","E","A",8.98406594224178
"P","D","E","A",10.177848846531
"Q","D","E","A",7.30282309594697
"R","D","E","A",6.97782494378787
"S","D","E","A",4.90448069584953
"T","D","E","A",7.83580090932131
"U","D","E","A",5.96724156109529
"A","E","E","A",12.1887336986391
"B","E","E","A",9.0647625537736
"C","E","E","A",10.6555471146733
"D","E","E","A",12.9024991727793
"E","E","E","A",9.73698125382461
"F","E","E","A",10.6932627550666
"G","E","E","A",10.3643537774027
"H","E","E","A",11.3130623150663
"I","E","E","A",11.5961286768038
"J","E","E","A",11.6164870465111
"K","E","E","A",12.0688657305412
"L","E","E","A",12.9179041331338
"M","E","E","A",12.3410140856098
"N","E","E","A",10.4323620430102
"O","E","E","A",12.9832249409114
"P","E","E","A",11.9490660603441
"Q","E","E","A",9.42503461835704
"R","E","E","A",6.81070214642767
"S","E","E","A",8.02797627184908
"T","E","E","A",10.2149314145042
"U","E","E","A",8.11422063676205
"A","F","E","A",9.57317940745148
"B","F","E","A",7.72803466340828
"C","F","E","A",8.1012196675187
"D","F","E","A",8.62207106216669
"E","F","E","A",8.82587548105043
"F","F","E","A",9.24498695751694
"G","F","E","A",7.68160274918605
"H","F","E","A",8.90970476364786
"I","F","E","A",9.69978708515307
"J","F","E","A",8.52601259680411
"K","F","E","A",9.0727905550606
"L","F","E","A",10.0075319404266
"M","F","E","A",8.55512309854879
"N","F","E","A",6.88395431124606
"O","F","E","A",9.10860573659409
"P","F","E","A",9.02224395832596
"Q","F","E","A",6.99276158557359
"R","F","E","A",4.88407958055023
"S","F","E","A",6.62899472626078
"T","F","E","A",6.27215614081726
"U","F","E","A",5.21490779523824
"A","A","F","A",15.0865829432705
"B","A","F","A",10.4251053973575
"C","A","F","A",11.1643658431595
"D","A","F","A",11.6798492204158
"E","A","F","A",10.5552547311521
"F","A","F","A",10.0519413615169
"G","A","F","A",10.936336470513
"H","A","F","A",11.2280901392596
"I","A","F","A",11.485435782759
"J","A","F","A",10.115401289091
"K","A","F","A",10.5464923929407
"L","A","F","A",11.7996912919297
"M","A","F","A",12.5114224465759
"N","A","F","A",10.2239063865595
"O","A","F","A",9.91143040455746
"P","A","F","A",8.55997265416567
"Q","A","F","A",10.0189007181349
"R","A","F","A",7.74464154228576
"S","A","F","A",8.80350046023513
"T","A","F","A",10.2966605026246
"U","A","F","A",9.42595597346607
"A","B","F","A",7.24707926295811
"B","B","F","A",6.12485689824662
"C","B","F","A",5.51836036161697
"D","B","F","A",5.56646886961733
"E","B","F","A",5.57634767750387
"F","B","F","A",5.40231267737047
"G","B","F","A",5.75807089647675
"H","B","F","A",5.59142529339927
"I","B","F","A",5.13127503905099
"J","B","F","A",4.81911637044355
"K","B","F","A",5.28915458309835
"L","B","F","A",5.68755819137807
"M","B","F","A",5.81700804000419
"N","B","F","A",4.96536802762429
"O","B","F","A",5.25389493124893
"P","B","F","A",5.32050650327252
"Q","B","F","A",4.6892194677693
"R","B","F","A",4.2326799538565
"S","B","F","A",4.26338323057358
"T","B","F","A",4.54439329064212
"U","B","F","A",4.00414683955398
"A","C","F","A",10.66668701326
"B","C","F","A",9.15469286340344
"C","C","F","A",9.19838243397321
"D","C","F","A",8.41286324611786
"E","C","F","A",9.32414594911545
"F","C","F","A",9.01662648259937
"G","C","F","A",9.69764601877474
"H","C","F","A",9.08781672666963
"I","C","F","A",8.65638450124373
"J","C","F","A",8.7539046924573
"K","C","F","A",9.45741356066608
"L","C","F","A",10.5224303914978
"M","C","F","A",8.85724718002169
"N","C","F","A",7.41655690763016
"O","C","F","A",8.05979651779638
"P","C","F","A",8.67722281962911
"Q","C","F","A",8.33446327910017
"R","C","F","A",8.42509721781954
"S","C","F","A",8.51231250492111
"T","C","F","A",6.74458825773582
"U","C","F","A",6.01100623794792
"A","D","F","A",16.1222198552951
"B","D","F","A",14.8835536618015
"C","D","F","A",14.1787142044454
"D","D","F","A",11.7748184296036
"E","D","F","A",14.2706766468775
"F","D","F","A",13.8217672740355
"G","D","F","A",13.8961930950283
"H","D","F","A",12.8603839315634
"I","D","F","A",12.2062285151346
"J","D","F","A",10.5620034587213
"K","D","F","A",13.5644994672845
"L","D","F","A",14.0476997118654
"M","D","F","A",12.9069089729384
"N","D","F","A",11.7061361924506
"O","D","F","A",12.9339295503515
"P","D","F","A",13.2215616342069
"Q","D","F","A",9.90737170962076
"R","D","F","A",9.26335111810697
"S","D","F","A",9.95024776707058
"T","D","F","A",9.76532709499508
"U","D","F","A",7.66819304359806
"A","E","F","A",7.71683062831618
"B","E","F","A",7.55217002954892
"C","E","F","A",8.54279273568035
"D","E","F","A",7.01634195827163
"E","E","F","A",7.64947465465649
"F","E","F","A",7.5129620680414
"G","E","F","A",7.07335759919176
"H","E","F","A",7.6190605752087
"I","E","F","A",7.35635789654215
"J","E","F","A",6.07555231735234
"K","E","F","A",8.11554510838765
"L","E","F","A",8.60283146785014
"M","E","F","A",9.34408753402166
"N","E","F","A",6.71766666245584
"O","E","F","A",6.80118360202406
"P","E","F","A",7.04120530064943
"Q","E","F","A",6.53256402075715
"R","E","F","A",4.57521153919092
"S","E","F","A",5.77702206681909
"T","E","F","A",5.59313048992732
"U","E","F","A",5.00634488251954
"A","F","F","A",7.87697401293385
"B","F","F","A",6.62609669019679
"C","F","F","A",6.65034903228002
"D","F","F","A",5.04050980585358
"E","F","F","A",7.02701398035924
"F","F","F","A",5.24253228109845
"G","F","F","A",7.02947951499709
"H","F","F","A",6.66336104123234
"I","F","F","A",7.012975409244
"J","F","F","A",5.56436733610336
"K","F","F","A",5.70932287417735
"L","F","F","A",6.49150899900786
"M","F","F","A",6.89468028039571
"N","F","F","A",6.19925483655794
"O","F","F","A",6.13513143784133
"P","F","F","A",5.77759764603545
"Q","F","F","A",4.82943913518214
"R","F","F","A",3.69327485944968
"S","F","F","A",4.57027276420978
"T","F","F","A",5.37900837635138
"U","F","F","A",3.49036114964738
"A","A","A","B",5.99112202977827
"B","A","A","B",4.21716154651566
"C","A","A","B",3.830012847553
"D","A","A","B",3.60115562114862
"E","A","A","B",5.50672175128866
"F","A","A","B",4.57851120991586
"G","A","A","B",4.8940791142973
"H","A","A","B",4.71136967995117
"I","A","A","B",5.33163530341924
"J","A","A","B",5.52518951349687
"K","A","A","B",5.18357890046725
"L","A","A","B",5.562483285475
"M","A","A","B",5.01478165383826
"N","A","A","B",4.26230574682613
"O","A","A","B",5.78503788438912
"P","A","A","B",4.79817557824901
"Q","A","A","B",4.59812713561124
"R","A","A","B",4.09117391104166
"S","A","A","B",6.30178870617014
"T","A","A","B",4.8961965718784
"U","A","A","B",3.21479073680753
"A","B","A","B",3.38220433595487
"B","B","A","B",2.71475493080874
"C","B","A","B",2.51780664006438
"D","B","A","B",2.28695350100457
"E","B","A","B",3.23499302381483
"F","B","A","B",3.36120236856452
"G","B","A","B",3.35972484881066
"H","B","A","B",2.70235965102078
"I","B","A","B",3.02201279147236
"J","B","A","B",2.90840857999298
"K","B","A","B",2.93351791544827
"L","B","A","B",3.50038596877164
"M","B","A","B",2.54493665588814
"N","B","A","B",2.58588697367863
"O","B","A","B",3.60990925881846
"P","B","A","B",3.33640209016711
"Q","B","A","B",3.00539884290128
"R","B","A","B",2.39429423519814
"S","B","A","B",3.3094662334887
"T","B","A","B",2.81129544527446
"U","B","A","B",2.36197387626396
"A","C","A","B",11.2156734148212
"B","C","A","B",9.60857145676203
"C","C","A","B",9.02563066185237
"D","C","A","B",8.99419924818112
"E","C","A","B",12.6405868758835
"F","C","A","B",12.6171453954703
"G","C","A","B",12.1355343669607
"H","C","A","B",9.69085101574328
"I","C","A","B",10.3284970230292
"J","C","A","B",10.5917367877439
"K","C","A","B",10.4133705667395
"L","C","A","B",12.1381045187799
"M","C","A","B",9.50848814597192
"N","C","A","B",9.05696739767183
"O","C","A","B",12.5282841849234
"P","C","A","B",11.4268189018621
"Q","C","A","B",9.63729493697212
"R","C","A","B",7.47685609328543
"S","C","A","B",11.4492764109281
"T","C","A","B",10.5720356417897
"U","C","A","B",9.25233939710705
"A","D","A","B",14.7723630683522
